state,session,chamber,bill_id,title,created_at,updated_at,type,subjects,serialid,serial_464208c8_41a1_4999_a4ad_858be4add44b
ny,2011-2012,upper,S 1175,"Provides for taxpayer gifts for lupus education and prevention, and establishes the lupus education and prevention fund and outreach program",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20116,20115
ny,2011-2012,upper,S 117A,Relates to increasing the availability of adult day health care programs in certain counties,2012-01-07T00:00:00,2012-01-07T00:00:00,bill,Health,20121,20120
ny,2011-2012,upper,S 1201A,Exempts non-resident students at community colleges from certain immunization requirements,2011-05-05T00:00:00,2012-02-11T00:00:00,bill,Health,20154,20153
ny,2011-2012,upper,S 1207,Prohibits disclosure of testimony of a party to a health care quality assurance or peer review proceeding,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20161,20160
ny,2011-2012,upper,S 125,Relates to the use of environmentally-sensitive cleaning and maintenance products in nursing homes and adult homes,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20219,20218
ny,2011-2012,upper,S 125A,Relates to the use of environmentally-sensitive cleaning and maintenance products in nursing homes and adult homes,2012-01-07T00:00:00,2012-01-07T00:00:00,bill,Health,20232,20231
ny,2011-2012,upper,S 1277,"Authorizes a certified psychologist or a certified nurse practitioner, in addition to other authorized individuals, to make a recommendation of the type of residence",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,20255,20254
ny,2011-2012,upper,S 1331,"Enacts the ""philosophical exemption to immunizations act""",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20325,20324
ny,2011-2012,upper,S 1336,Requires restaurants with a seating capacity of 10 or more to provide public toilet facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20331,20330
ny,2011-2012,upper,S 1359,Directs the commissioner of health to report on the very high incidence of asthma in the state,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20362,20361
ny,2011-2012,upper,S 1408,Authorizes the immunization against hepatitis B of minors capable of consent who are housed in a local or state correctional facility,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20425,20424
ny,2011-2012,upper,S 1438,Enacts bill of adoptee rights clarifying language and procedures for obtaining birth certificates and medical histories for adoptees,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20469,20468
ny,2011-2012,upper,S 1457,Relates to personal watercraft and certain safety provisions that require their use,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20497,20496
ny,2011-2012,upper,S 1457A,Relates to personal watercraft and certain safety provisions that require their use,2011-06-12T00:00:00,2012-02-04T00:00:00,bill,Health,20498,20497
ny,2011-2012,upper,S 1458,"Authorizes agreements for county, city and town social services departments to access death certificates maintained by the department of public health",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20499,20498
ny,2011-2012,upper,S 1476,Authorizes the state to acquire from the federal government the Montrose VA,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20524,20523
ny,2011-2012,upper,S 1572,"Establishes an age-appropriate sex education grant program, to be referred to as the healthy teens act",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20646,20645
ny,2011-2012,upper,S 1572A,"Establishes an age-appropriate sex education grant program, to be referred to as the healthy teens act",2012-01-07T00:00:00,2012-02-10T00:00:00,bill,Health,20647,20646
ny,2011-2012,upper,S 1625,Regulates the establishment and location of methadone treatment centers,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,20725,20724
ny,2011-2012,upper,S 1625A,Regulates the establishment and location of methadone treatment centers,2011-05-18T00:00:00,2012-02-15T00:00:00,bill,Health|Legal Issues,20726,20725
ny,2011-2012,upper,S 1626,Prohibits missed appointment charges where physician's office receives notice of cancellation of appointment at least one hour before time; requires disclosure,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20727,20726
ny,2011-2012,upper,S 1637,Authorizes and directs an evaluation of the need for educating barbers on the health and safety aspects of their trade,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20740,20739
ny,2011-2012,upper,S 1644,Requires a warning label attached to any holiday decorations containing lead,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20750,20749
ny,2011-2012,upper,S 1689,Authorizes health care professionals licensed in other jurisdictions and appointed by World Triathlon Corporation to practice in this state at a triathlon,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20811,20810
ny,2011-2012,upper,S 1696,Relates to approval of demonstration projects for the operation of proton beam therapy services,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20819,20818
ny,2011-2012,upper,S 1748,Provides that residential health care facilities may return and redistribute unused medication,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20885,20884
ny,2011-2012,upper,S 1748A,Provides that residential health care facilities may return and redistribute unused medication,2011-06-17T00:00:00,2012-02-14T00:00:00,bill,Health,20886,20885
ny,2011-2012,upper,S 1764,Establishes the save our sight program and the save our sight fund to provide vision screening and educational information,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20906,20905
ny,2011-2012,upper,S 1764A,Establishes the save our sight program and the save our sight fund to provide vision screening and educational information,2012-01-07T00:00:00,2012-02-03T00:00:00,bill,Health,20907,20906
ny,2011-2012,upper,S 182,Requires hospitals to notify patients of a non-participating physician or health care provider providing treatment at a participating hospital,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,20983,20982
ny,2011-2012,upper,S 1850,Requires general hospitals to establish policies/procedures regarding domestic violence; to establish training programs; to designate staff to coordinate services,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21024,21023
ny,2011-2012,upper,S 188,Relates to the disclosure of special care offered to persons with Alzheimer's disease or dementia,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21064,21063
ny,2011-2012,upper,S 1888,Requires reporting of toy-related injuries,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21078,21077
ny,2011-2012,upper,S 1923,Establishes the advisory committee on public wellness to assist health insurers and employers in establishing wellness programs for insureds and employees,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21118,21117
ny,2011-2012,upper,S 196,"Makes provisions regarding safety of certain employees of the office of mental health, including certain staffing ratios and filling of staff vacancies",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,21158,21157
ny,2011-2012,upper,S 2024,Directs that all ambulances' shall be equipped with epinephrine auto-injector devices,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21245,21244
ny,2011-2012,upper,S 2025,Provides for trichloroethylene (TCE) exposure prevention,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21246,21245
ny,2011-2012,upper,S 2058,Relates to site selection and a statewide registry for magnetic resonance imaging facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21282,21281
ny,2011-2012,upper,S 2059,Prohibits the denial of employment of an MRI technologist solely based on their lack of licensure and/or certification in x-ray or radiography,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21283,21282
ny,2011-2012,upper,S 2069,Authorizes the commissioner of health to conduct a study relating to airline noise at and around John F. Kennedy International Airport,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21294,21293
ny,2011-2012,upper,S 2098,Provides homemaker services may be provided by private home aides,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21326,21325
ny,2011-2012,upper,S 2102,"Prohibits the vending machine sale of tobacco products within 350 feet of a school, church, synagogue or other place of worship",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21332,21331
ny,2011-2012,upper,S 2104,Creates an incident reporting system for NYC health and hospitals corporation,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21334,21333
ny,2011-2012,upper,S 212,Requires pharmaceutical drug manufacturers and wholesalers to annually disclose all gifts to certain health care practitioners,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21351,21350
ny,2011-2012,upper,S 2135,Establishes the task force on adults with autism within the office for people with developmental disabilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,21368,21367
ny,2011-2012,upper,S 2135A,Establishes the task force on adults with autism within the office of mental retardation and developmental disabilities,2011-05-16T00:00:00,2012-02-11T00:00:00,bill,Health|Legal Issues,21369,21368
ny,2011-2012,upper,S 2135B,Establishes the task force on adults with autism within the office for people with developmental disabilities,2012-01-07T00:00:00,2012-02-11T00:00:00,bill,Health|Legal Issues,21370,21369
ny,2011-2012,upper,S 2145,Establishes an alternative benefits demonstration program and creates health opportunity accounts,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21388,21387
ny,2011-2012,upper,S 2147,Relates to the sale or purchase of human body parts,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21391,21390
ny,2011-2012,upper,S 2148,Defines a bill of rights for persons with autism or autism spectrum disorders,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,21392,21391
ny,2011-2012,upper,S 217,Creates the New York state safe patient handling task force,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21422,21421
ny,2011-2012,upper,S 2170,Relates to penalties for the illegal shipment of cigarettes,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21423,21422
ny,2011-2012,upper,S 2175,Establishes training and registration requirements for kidney dialysis patient care technicians,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21429,21428
ny,2011-2012,upper,S 2201,Provides for the reinvestment of funds into community-based services for persons suffering from chemical dependence and for establishment of fund,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,21466,21465
ny,2011-2012,upper,S 2203,"Requires hospitals to include in discharge planning for brain insult patients, an evaluation for treatment in a state certified acute rehabilitation unit",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21468,21467
ny,2011-2012,upper,S 2205,Creates the human cloning prohibition act,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21470,21469
ny,2011-2012,upper,S 221,Establishes a central registry of medical personnel terminated for cause,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21476,21475
ny,2011-2012,upper,S 2214,Establishes the community chemical dependence services expansion program,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,21482,21481
ny,2011-2012,upper,S 2214A,Establishes the community chemical dependence services expansion program,2012-01-10T00:00:00,2012-02-11T00:00:00,bill,Health|Legal Issues,21483,21482
ny,2011-2012,upper,S 2274,Authorizes the department of health to establish medication and treatment compliance demonstration programs to assist persons with chronic health problems,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21550,21549
ny,2011-2012,upper,S 2304,Provides for corporate franchise and personal income tax check-offs for taxpayer gifts for lung cancer education and prevention; sets up education/prevention fund,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21583,21582
ny,2011-2012,upper,S 2305,Limits the proximity of community residential facilities for the disabled,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,21584,21583
ny,2011-2012,upper,S 2340,Requires health care professionals to report any diagnosis of autism spectrum disorder to a registry maintained by the department of health,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21629,21628
ny,2011-2012,upper,S 2387,Relates to permitting the possession of external defibrillators by certain persons,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21695,21694
ny,2011-2012,upper,S 239,Requires installation and use of ceiling lifts in hospitals and nursing homes,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21699,21698
ny,2011-2012,upper,S 239A,Requires installation and use of ceiling lifts in hospitals and nursing homes,2012-01-14T00:00:00,2012-01-14T00:00:00,bill,Health,21717,21716
ny,2011-2012,upper,S 2419,Enacts the childhood lead poisoning prevention and safe housing act of 2012; repealer,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21750,21749
ny,2011-2012,upper,S 2419A,Enacts the childhood lead poisoning prevention and safe housing act of 2012; repealer,2012-01-07T00:00:00,2012-03-20T00:00:00,bill,Health,21751,21750
ny,2011-2012,upper,S 2439,Provides for a public health study by the department of health on the installation of synthetic turf,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21776,21775
ny,2011-2012,upper,S 2444,Enacts the New York birth-related neurological impairment compensation act,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21783,21782
ny,2011-2012,upper,S 2445,"Establishes the neurological impairment program governing the compensation of neurologically-impaired persons born in New York on or after January 1, 2012",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21784,21783
ny,2011-2012,upper,S 2450,Relates to increasing the availability of adult day health care programs in certain counties,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21790,21789
ny,2011-2012,upper,S 2450A,Relates to increasing the availability of adult day health care programs in certain counties,2012-01-26T00:00:00,2012-02-11T00:00:00,bill,Health,21791,21790
ny,2011-2012,upper,S 2470,"Enacts the ""safe patient handling act""",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21820,21819
ny,2011-2012,upper,S 2471,Provides that the N.Y. city health and hospital corporation spend a minimum of 10% of its budget on acute care and emergency room facilities in each borough,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21821,21820
ny,2011-2012,upper,S 249,Establishes the sexual assault forensic examiner grant program,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21848,21847
ny,2011-2012,upper,S 2514,"Requires all hospitals to establish, utilize and complete a checklist for each intensive care medical procedure performed in the hospital",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21881,21880
ny,2011-2012,upper,S 2524,"Enacts the ""reproductive health act""; repealer",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21892,21891
ny,2011-2012,upper,S 2561,Requires physicians suing with respect to disciplinary proceedings to bond cost of successful defense and requires hospitals to include risk management,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21937,21936
ny,2011-2012,upper,S 2590,Prohibits a pharmacist from substituting any anti-epileptic drug for a prescribed anti-epileptic drug without the informed consent of the prescriber and patient,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21971,21970
ny,2011-2012,upper,S 2591,Prohibits the sale of information listed on prescriptions that identifies specific patients or persons legally authorized to issue a prescription,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21972,21971
ny,2011-2012,upper,S 2593,Provides for disclosure of sexual offender information related to a patient or client,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,21976,21975
ny,2011-2012,upper,S 261,Relates to permitting direct access to laboratory results,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,21997,21996
ny,2011-2012,upper,S 2671,Requires preliminary investigation by commissioner of health in cases of multiple malpractice claims against a physician,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22076,22075
ny,2011-2012,upper,S 2723,"Requires health care professional undergraduate, graduate and continuing education in chronic pain management and treatment",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22163,22162
ny,2011-2012,upper,S 2723A,"Requires health care professional undergraduate, graduate and continuing education in chronic pain management and treatment",2011-05-05T00:00:00,2012-05-09T00:00:00,bill,Health,22164,22163
ny,2011-2012,upper,S 2723B,"Requires health care professional undergraduate, graduate and continuing education in chronic pain management and treatment",2012-01-28T00:00:00,2012-05-08T00:00:00,bill,Health,22165,22164
ny,2011-2012,upper,S 273,Establishes a bladder cancer screening program for firefighters,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22176,22175
ny,2011-2012,upper,S 2770,Relates to the administration of certain nutritional supplements to persons residing in facilities operated or regulated by the office for people with developmental disabilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22238,22237
ny,2011-2012,upper,S 2771,Provides for loan forgiveness for physicians who return to medical specialty shortage areas of origin,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22239,22238
ny,2011-2012,upper,S 2774,"Legalizes the possession, manufacture, use, delivery, transfer, transport or administration of marihuana by a certified patient or designated caregiver",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22242,22241
ny,2011-2012,upper,S 2784,Creates the New York Stem Cell Research Institute,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22254,22253
ny,2011-2012,upper,S 279,Requires the packaging on prescribed drugs to include a label which lists the country of origin of the prescribed drug,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22262,22261
ny,2011-2012,upper,S 2790,Repeals provisions relating to rates of payment of residential health care facilities and the withdrawal of equity and the transfer of assets,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22263,22262
ny,2011-2012,upper,S 2817,Relates to the reimbursement of out-of-network providers of clinical laboratory services,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22306,22305
ny,2011-2012,upper,S 2819,Establishes a prescription monitoring program,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22308,22307
ny,2011-2012,upper,S 2820,Relates to providing pharmacists access to New York's prescription drug monitoring program resources,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22310,22309
ny,2011-2012,upper,S 2820A,Relates to providing pharmacies access to New York's prescription drug monitoring program resources,2011-05-05T00:00:00,2012-02-14T00:00:00,bill,Health,22311,22310
ny,2011-2012,upper,S 2820B,Relates to providing pharmacists access to New York's prescription drug monitoring program resources,2011-06-16T00:00:00,2012-02-14T00:00:00,bill,Health,22312,22311
ny,2011-2012,upper,S 2828,Requires physicians to report instances of methicillin resistant staphylococcus aureus infections to the commissioner of health,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22321,22320
ny,2011-2012,upper,S 2844,"Enacts the ""reproductive health act""; repealer",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22345,22344
ny,2011-2012,upper,S 2855,Requires manufacturers and labelers of prescription drugs dispensed in this state to annually report marketing expenses to the department of health,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22364,22363
ny,2011-2012,upper,S 2855A,Requires manufacturers and labelers of prescription drugs dispensed in this state to annually report marketing expenses to the department of health,2012-01-14T00:00:00,2012-02-10T00:00:00,bill,Health,22365,22364
ny,2011-2012,upper,S 2856,"Creates the New York state governor's council on physical fitness, sports and health; establishes a fund for the council",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22366,22365
ny,2011-2012,upper,S 2856A,"Creates the New York state governor's council on physical fitness, sports and health; establishes a fund for the council",2011-05-05T00:00:00,2012-02-09T00:00:00,bill,Health,22367,22366
ny,2011-2012,upper,S 3073,Relates to subcommittees for mental health of community service boards; the effective date,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22389,22388
ny,2011-2012,upper,S 2917,Provides that a tanning facility shall not permit the use of an ultraviolet radiation device by persons sixteen years of age and under,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22460,22459
ny,2011-2012,upper,S 292,"Provides that the commissioner of health shall report improper measures by manufacturers, suppliers or retailers to attorney general which cause exposure to lead",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22464,22463
ny,2011-2012,upper,S 2926,Prohibits the sale of electronic cigarettes to persons under 18 years of age,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22472,22471
ny,2011-2012,upper,S 2997,Prohibits smoking on platforms of the Long Island and Metro North railroads,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22569,22568
ny,2011-2012,upper,S 3016,Relates to the review of criminal history information of certain persons rendering community based services to individuals with mental illness or developmental disabilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22593,22592
ny,2011-2012,upper,S 3016A,Relates to the review of criminal history information of certain persons rendering community based services to individuals with mental illness or developmental disabilities,2011-05-05T00:00:00,2012-05-09T00:00:00,bill,Health|Legal Issues,22594,22593
ny,2011-2012,upper,S 3016B,Relates to the review of criminal history information of certain persons rendering community based services to individuals with mental illness or developmental disabilities,2012-01-07T00:00:00,2012-05-11T00:00:00,bill,Health|Legal Issues,22596,22595
ny,2011-2012,upper,S 3017,Establishes peer crisis diversion residences,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22597,22596
ny,2011-2012,upper,S 3018,Creates mental health incident review panels,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22598,22597
ny,2011-2012,upper,S 3019,Relates to the treatment of property of patients of mental hygiene facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22599,22598
ny,2011-2012,upper,S 3020,Establishes a program of tiered eligibility for services offered by OPWDD for persons with learning disabilities and other complex neurological impairments,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22601,22600
ny,2011-2012,upper,S 3045,"Provides for the department of health to establish and post signage outlining the importance of hand hygiene in the restrooms, gymnasiums and locker rooms in public",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22637,22636
ny,2011-2012,upper,S 3062,Relates to the community mental health support and workforce reinvestment program and the community health and workforce reinvestment account; effectiveness,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22661,22660
ny,2011-2012,upper,S 3063,"Enacts the ""minority mental health act"" to establish the division of minority mental health within the office of mental health",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22662,22661
ny,2011-2012,upper,S 3067,Increases the frequency that visitation or inspections of facilities operated or licensed by the office of mental retardation and developmental disabilities must be made each year,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22667,22666
ny,2011-2012,upper,S 3068,Relates to the training of boards of directors or trustees of certain voluntary not-for-profit facilities or corporations,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22668,22667
ny,2011-2012,upper,S 3068A,Relates to the training of boards of directors or trustees of certain voluntary not-for-profit facilities or corporations,2012-01-07T00:00:00,2012-03-03T00:00:00,bill,Health|Legal Issues,22669,22668
ny,2011-2012,upper,S 3074,Provides legal assistance to youth ordered by the court into the custody of the office of children and family services and placed or committed to a state operated juvenile detention center,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22677,22676
ny,2011-2012,upper,S 3077,Relates to restraint of individuals in facilities under the jurisdiction of the office of mental health,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22680,22679
ny,2011-2012,upper,S 3078,Relates to the discharge of residents of a community residence,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22681,22680
ny,2011-2012,upper,S 308,Renames and broadens the geriatric service demonstration program to include older adults with mental health disabilities and chemical dependence,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22685,22684
ny,2011-2012,upper,S 3082,"Prohibits smoking in private passenger cars, vans or trucks where minors less than 14 years of age are passengers in such vehicles; penalties for violation",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22688,22687
ny,2011-2012,upper,S 3082A,"Prohibits smoking in private passenger cars, vans or trucks where minors less than 14 years of age are passengers in such vehicles; penalties for violation",2011-06-18T00:00:00,2012-02-18T00:00:00,bill,Health,22689,22688
ny,2011-2012,upper,S 3082B,"Prohibits smoking in private passenger cars, vans or trucks where minors less than 14 years of age are passengers in such vehicles; penalties for violation",2011-06-22T00:00:00,2012-02-15T00:00:00,bill,Health,22690,22689
ny,2011-2012,upper,S 3083,Increases the minimum age of persons permitted to use tanning facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22691,22690
ny,2011-2012,upper,S 3111,Relates to establishing a certificate of still birth,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22726,22725
ny,2011-2012,upper,S 3111A,Directs the department of health to establish a certificate of birth resulting in stillbirth,2011-06-07T00:00:00,2012-02-09T00:00:00,bill,Health,22727,22726
ny,2011-2012,upper,S 3111B,Relates to establishing a certificate of still birth,2011-06-12T00:00:00,2012-02-04T00:00:00,bill,Health,22728,22727
ny,2011-2012,upper,S 3167,Requires the office for people with developmental disabilities to submit an updated waitlist and placement report to the senate and assembly,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22811,22810
ny,2011-2012,upper,S 3167A,Requires the office for people with developmental disabilities to submit an updated waitlist and placement report to the senate and assembly,2012-01-07T00:00:00,2012-02-09T00:00:00,bill,Health|Legal Issues,22812,22811
ny,2011-2012,upper,S 3168,Authorizes the release of certain records pertaining to deceased residents of OPWDD operated or certified facilities to family members,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22813,22812
ny,2011-2012,upper,S 3168A,Authorizes the release of certain records pertaining to deceased residents of OPWDD operated or certified facilities to family members,2012-02-04T00:00:00,2012-02-04T00:00:00,bill,Health|Legal Issues,22814,22813
ny,2011-2012,upper,S 3171,Authorizes the use of a trend factor in determining payments to certain care facilities,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22818,22817
ny,2011-2012,upper,S 3171A,Authorizes the use of a trend factor in determining payments to certain care facilities,2012-01-07T00:00:00,2012-02-15T00:00:00,bill,Health|Legal Issues,22819,22818
ny,2011-2012,upper,S 3184,"Relates to procedures, practices, and standards for actions by the office of medicaid inspector general and social services districts",2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22835,22834
ny,2011-2012,upper,S 3184A,"Relates to procedures, practices, and standards for actions by the office of medicaid inspector general and social services districts",2011-06-18T00:00:00,2012-02-04T00:00:00,bill,Health,22836,22835
ny,2011-2012,upper,S 3186,Enacts the health care consumer and provider protection act relating to collective negotiations by health care providers with certain health care plans,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22840,22839
ny,2011-2012,upper,S 3186A,Enacts the health care consumer and provider protection act relating to collective negotiations by health care providers with certain health care plans,2011-06-02T00:00:00,2012-02-15T00:00:00,bill,Health,22841,22840
ny,2011-2012,upper,S 3200,Relates to financial assistance from the office of victim services for post-exposure prophylaxis treatment for victims of sexual assault,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22864,22863
ny,2011-2012,upper,S 3200A,Relates to financial assistance from the office of victim services for post-exposure prophylaxis treatment for victims of sexual assault,2012-01-24T00:00:00,2012-02-14T00:00:00,bill,Health,22865,22864
ny,2011-2012,upper,S 325,Authorizes nurse practitioners to sign death certificates in like manner as physicians and imposes upon nurse practitioners the same duties that physicians have,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22935,22934
ny,2011-2012,upper,S 3251,Adds representatives of a dual diagnosis program to the advisory council on alcoholism and substance abuse services,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22938,22937
ny,2011-2012,upper,S 3252,Authorizes certain health care professionals licensed to practice in other jurisdictions to practice in this state in connection with specified events,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22939,22938
ny,2011-2012,upper,S 3252A,Authorizes certain health care professionals licensed to practice in other jurisdictions to practice in this state in connection with specified events,2011-05-05T00:00:00,2012-02-09T00:00:00,bill,Health,22940,22939
ny,2011-2012,upper,S 3252B,Authorizes certain health care professionals licensed to practice in other jurisdictions to practice in this state in connection with specified events,2011-06-02T00:00:00,2012-02-10T00:00:00,bill,Health,22941,22940
ny,2011-2012,upper,S 3262,Directs the commissioner of mental health to promulgate regulations requiring the segregation of sex offender patients from those who are not sex offenders,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health|Legal Issues,22956,22955
ny,2011-2012,upper,S 3262A,"Requires providers of non-emergency, clinical outpatient treatment to patients on a continuing basis to determine whether they are sex offenders",2011-05-05T00:00:00,2012-02-10T00:00:00,bill,Health|Legal Issues,22957,22956
ny,2011-2012,upper,S 3262B,"Requires providers of non-emergency, clinical outpatient treatment to patients on a continuing basis to determine whether they are sex offenders",2011-05-05T00:00:00,2012-02-10T00:00:00,bill,Health|Legal Issues,22958,22957
ny,2011-2012,upper,S 3279,Requires development of educational materials for screening alcoholism and chemical dependency in women to health care providers,2011-05-05T00:00:00,2012-10-16T00:00:00,bill,Health,22979,22978
